Screen Name, Description, User ID, Followers Count 
iWEDNESDAYi, "@pickAdot @What_DAY_isiT @iSUNSHiNEi iT BE NICE DAY FOR SOME @ismilesi @ifamilyi @ifriendsi @ientrepreneuri @iTHANKYOUi @iWORLDi #k2", 45784155, 1110 
DerrickMoss7, "I love sports", 4422423689, 497 
Animoto, "Making it easy for anyone to create professional videos. Need help? Reach out to help@animoto.com.", 13804812, 72210 
Peter_V_Harris, "#Barbados Entrepreneur | Connect with me on LinkedIn https://t.co/MrQ3ddntMu", 701800058996420608, 150 
pacerksailvia, "Total introvert. Avid coffee scholar. Unapologetic alcohol junkie. Food fanatic. Professional troublemaker.", 757110685532721152, 50 
valeriegagliano, "Digital marketer & start up advisor. Opinions are my own. #performancemarketing #videomarketing #socialmessaging #IoT", 23579360, 1346 
lecotmail, "#PPC Search & Social Media Marketer | #AQHA Horse lover | expand your horizons | Ibero Alum | #Pepperdine MBA #Sicem #Baylor Go #UofA Cats |opinions my own", 70531723, 177 
JoyJacksonTorr3, "", 771955141524193280, 3 
yztworks, "Full-service social media marketing company for upgrading your business.", 728607667112038400, 129 
flynnette2012, "", 630096169, 20 
ranaseo4921, "My name is Md Rubel Rana and I am working in Online area since 2015. I completed my Online curse at SEO, SMM, Wordpress", 704971535962869760, 643 
EliteCamBot2, "⛔️ NO DM's ⛔️ #NSFW 18+ ONLY ☆ XXX Retweets ☆ #CamModels ☆ #CamGirls ☆ #Pornstars ☆ #Models ☆ #Promo ☆ RT support for the @EliteCamPromos Friends list", 4248800242, 22161 
kensingtongreen, "Real Estate - Startups - SEO", 95175307, 8467 
LucysHall, "Social Media Strategist. Director of Media Company @Avviso_Media founder of @Social_Day & proud Mum to 2 Girls.", 19968268, 16164 
ProliferateVntr, "", 704024686737293312, 133 
John_Clarvis, "", 4425787155, 32 
PDxConsulting, "#Leadership #development specialist, #facilitator, #author - I love helping #leaders make great #workplaces and a #betterworld. Love #martialarts & #art", 176466007, 1606 
MercerVine, "Real estate brokerage inspired by LA art, design, and architecture.", 3022701869, 433 
AapKaHost, "We offer 30% 'RECURRING' affiliate payout on dedicated servers. You'll get paid every month till the time your referral is active. Less efforts, great benefit!", 110955194, 145 
meetalexnavarro, "Sr. Content Marketing Strategist @Distribion & @VerticalNerve sharing expert insights, news, and creative #content for brand building with #digital marketing.", 262478363, 2208 
TransmitterSays, "Ad-world escapee and founder of Transmitter, a brand and content team for Start-ups.", 765290365872173056, 142 
StoryInPhotos_, "Let your words be few, and your exposures many.
Retweets ≠ Endorsement. Any re-tweeted picture's credit to it's photographer.", 771009961379987460, 348 
mkkharrat, "", 769997716818722817, 20 
FirstAidSafety_, "First aid courses give you a safer life.#FirstAid #Lifesaver #Safety #Sos #ReadytoRespond #healthcare #emergency", 746364459992551426, 28 
iceevinkona1, "God, furry family, country and job. Jesus is the only man who will never break your heart. OPC, Diamond Resorts no porn, no nudity. Save the wolves.NO$followers", 4306200085, 1886 
m_elkadii, "", 773576894247821312, 30 
shahedaz1995, "", 773569733295824896, 586 
stuwilson, "Creative Director @ZAK_agency. Author @tattooedbabies. Husband of Bel, father to Isla & Oscar. Loves soccer. These are my views only.", 15207252, 1445 
6owe, "", 50958808, 42 
simonww20151, "", 3590168716, 47 
01Latincamgirl, "Hot sexy Latin Girl are wating to get a horny night, register free", 4557078380, 3850 
gifted_zone, "in everything you do, make everyday a necessity to acquire knowledge from anything. #giftedzone", 763146726983213061, 344 
LJStarSolace, "The alien who keeps two space pods under his garage
#coolblog #star #selfhelp #selfimprovement", 2810520979, 989 
Elevation_App, "Download the app.. we will retweet everyone sharing the weather from thier local city", 773529131636158464, 253 
fishboleio, "Sell, Train & Explain Stuff. The easiest way to present slide material with 
on-demand, mobile-optimized viewing. Add YOU back into your presentations.", 3070407944, 510 
vixisse7, "#experienceclient #CustomereXperience #emotion #engagement #ambassadeur Augmenter l’émotion de l’expérience client pour gagner le coeur des ambassadeurs.", 758288347299274753, 248 
Master_N_Chase, "Author, musician. Self Defense Sensei for 30 years. Master - Kempo, Aiki and Kyusho. Expert - Asian military strategy & tactics. Spiritual, philosophical.", 313433060, 1043 
govipvacation, "We specialize to find the BEST prices on #Hotels #travel ,#hotelrooms,!Best deals online ! #F4F", 721075260531933184, 5799 
megdk85, "https://t.co/gF66gqZc9r.startups. Social Strategist sharing the strategies that areworking right now in Online Marketing | Podcaster | Blogger", 773551409077874688, 24 
cory_huddleston, "Host of The Cory Huddleston Show, entrepreneur, thinker, creator & marketer with an affinity towards mental discipline, fearless momentum and novel experiences.", 74237988, 462 
tpandalifestyle, "Here to give some panda goodness. Do not own most of the content.", 723550844348563456, 733 
zaid026, "i'm as i'm.....", 771375189732962304, 138 
IDyball, "PhD researcher of the performance mind:  #philosophy & music incl self; #virtuosity anxiety; #thezone etc #guitar teacher & photographer https://t.co/8TbMXqEyxk", 1738524913, 33002 
AnujSaxena, "Digital Marketing, IT Training consultant speaker, Helping entrepreneurs digitally https://t.co/rbQOopHaRC, husband father love to help underprivileged", 18934529, 2266 
Skornien, "COO @AgiliwayGroup, IT Outsourcing expert in Eastern Europe, 20+ years in #IT #outsourcing #outsourcingconsulting #BPO #IToutsourcing #Softwaredevelopment", 2317257660, 2308 
MooneyDavidM, "Social Marketer -- www HelpingOthersIsFun com", 16789645, 1766 
PVAriel, "A Freelance writer/blogger/editor. A follower of Jesus Christ. https://t.co/t4KooZ5xrS (Web) https://t.co/8UpODlmwej (Malayalam Page)", 16542164, 3087 
KickAdMarketing, "We are a full service social media management, ad creation, and reputation monitoring agency.", 4487849241, 944 
TheycallmeMIKEY, "I am a writer.  Please check my book!
https://t.co/mrkUkIqIyS", 719172264395173888, 1336 
el_comiquero, "Reseñas de comics. Noticias del mundillo. Sígueme y disfruta.", 578572722, 9550 
DigitalDwyer, "Digital IT Specialist at Pertemps IT", 731028409778868224, 163 
konceptkraal, "Concept Design, Digital Marketing, Executive Assist, Events Coordination and Management, Facilitation, Youth Development, Motivational Speaking, Team Building.", 752896515308457985, 48 
chrismilt, "Marketing Exec @lets_tangle. Now #Vlogging.  Still #Blogging. Enjoying the adventure of parenting with @jeanette_jung.", 72111224, 788 
saurabh123111, "Twitter is just a follow game so follow me but it's not bother me if u don't bcs expectation is a shadow of wishes & i m free 4m this chasing game", 580793751, 2743 
SantinosDigital, "Fundador & CEO Santinos Marketing Digital | Branding | Social Media Strategist | Fan Del Diseño y Gotan Project | Co-Fundador de #MarketerosNocturnos", 200384354, 31599 
HotMami2EW, "☮❤♱ •Lightworker •Mentor•Spiritual Mom who Loves her •Family •God and Connecting With Positive Peeps •Happiness is the Highest form of Living a Blessed Life•", 456392437, 2828 
sharonmcmillan_, "", 721875280554385408, 222 
flyingcarcomms, "Flying Car Communications is a North Carolina marketing agency that helps clients go faster.", 890832830, 121 
JozefFranciszek, "muzyk kompozytor", 248140489, 2848 
WorthingSocial, "We Love Worthing", 137828938, 9208 
CharlottePm97, "A digital marketing and social media enthusiast, blogger and gaming geek.", 3803110276, 106 
HRChanner, "Digital Marketing Strategist  - 80s kid started on a  BBC Micro, now we here, managing social channels and generating leads for clients. Heart of a #hacker.", 2743988128, 1323 
yorkshiresewing, "", 2667136101, 35 
TalentBespoke, "We match high-growth software organizations with top-performing sales professionals. #softwarerecruitment", 766690288098172928, 494 
DGChrisE, "AppSec - Secure AppDev - InfoSec - Creating a World Where Technology is Trusted https://t.co/EZjYkaNraw", 4047496579, 204 
_RedSpade, "• Marketing Consulting & Talent Agency Corporation •  Email for consultation: djassassin5nc@gmail.com • PRAYER + HARDWORK = BLESSINGS   #RSE  #LoveAlways", 4896035315, 472 
SenatorSall, "Today makes tomorrow", 765949950945533952, 67 
_Soft_Eng, "Best excellent empirical research on software engineering.... #softwareengineering #software #research", 761265625259925504, 97 
Elisandradoss16, "", 732968062257926146, 1617 
doylebuehler, "#author of The Digital Delusion, Speaker, digital whisperer. Connecting Leaders to Digital - Digital Strategy, Entrepreneurship, Leadership and Innovation.", 262495703, 11729 
Spinnakerlytics, "Delivering proven predictive analytics solutions to the financial services industry", 2850017818, 144 
jeff_hollander, "“And whatsoever you ask in my name, I will do it for you, so that the 
Father may be glorified through his Son”. John 14:13 -- Almighty King Jesus", 231023430, 271171 
Oldie_Records, "", 2760808768, 12209 
SpellmanAlicia1, "", 705759561169428480, 343 
cxshakespeare, "Author/illustrator of The Perfect Round, Robo Divine (short stories) and creator/designer of Jewels of the Oracle games https://t.co/Al8HsGQUvh", 1241828330, 2266 
AyurvedaUSA, "Dr. Raj (Vaidya) BAMS/AM - Holistic Health Practitioner is offering services such as Ayurveda, Alternative Medicine, Su-Jok Acupressure, & Reiki Healing Art.", 89780434, 1278 
wenddy1111, "", 772598587595235328, 35 
Farliquerlimerc, "", 773515680176103424, 24 
Yoroomie, "Founder @Thinkboxmakes. Serial entrepreneur (3x founder) before. Mentor @Founding. Everything #marketplaces #product #growth", 2778655470, 6561 
TerriKlass, "Leadership Training Consultant", 17424617, 18875 
IVRTechGroup, "Secure IVR Voice & Text Applications. #HIPAA and #PCI Compliant #tech #technews #ivr #calltracking #ipay", 314098938, 886 
YTechFan, "I love gadgets and gizmos", 773456750104240128, 325 
Knarfkcaon, "Octosuite - Social Media Manager - https://t.co/zwGIkycfzz", 619591181, 15232 
DAtaBasics_top, "Database news, events, learning resources, and lots more. #bigdata #Database #SQL #DBMS #Index #data #databasics", 761257329526317056, 244 
SunbonSmart, "https://t.co/ssQHQzuj3V Expert at https://t.co/xlCPAOqhoV, TypeA, ASE16, EmpireKred, Quilting Teacher Designer, Fine Arts Conservator, Social Selling", 594030059, 7381 
ashwaryainftch, "Since 2011, Ashwarya Infotech Pvt. Ltd. has been working as a professional organization offering you a one-stop solution for all the business generated services", 2245264386, 47 
SEOCOMPANYCBE, "We are a SEO company located in Coimbatore india providing SEO Services to india and around the world.", 770193682377023488, 63 
FreedomDisciple, "Christian. Stand for Faith, Love & Charity. Freedoms Disciple Podcast on The Blaze Radio Network. ΜΟΛΩΝ ΛΑΒΕ Backup a/c @IrishJohnBackup", 823112684, 75501 
SHMedia_, "", 4077315635, 161 
LowCostVans, "Van & car leasing, sale & contract hire. Proud sponsors of the Swans! All views are our own. T's & C's - http://t.co/VnT471tEAR Tweets by Kate :)", 76138368, 1880 
Bibouillette1, "", 335849090, 23 
ANahatis, "Email, Deliverability, Digital Marketing & Cross-Channel Strategy, Customer Experience, and Leadership. My personal views.", 551222968, 851 
SocioGenie, "We feature interesting articles and updates on lifestyle, travel, education and a variety of other topics. Like us to stay updated!", 4285584800, 24 
Data_Basics_top, "Daily Database News, Information and Tutorials for the Database Professional...#bigdata #Database #SQL #DBMS #Index", 761257758075133954, 65 
AmerinHotel, "https://t.co/nD4ag2vljx", 754516653904461829, 1102 
priya_9165588, "100% follow with love", 772670151598759936, 2766 
seoashishgupta, "#Digital #Marketing Professional with   extensive experience managing #SEO/#SMO/ campaigns to provide #traffic and behavioral #trends and directing.", 771335426019692544, 354 
Digital_Nagendr, "Online Marketer | Google #Adwords Certified | #SocialMedia #Marketing Consultant | #Blogger Freelancer | Crazy about #Blogging", 739392692501630976, 72 
seddikmino310, "", 749197663980118016, 86 
StevePye, "https://t.co/YDokpbbeBF, https://t.co/auIlOqXWPP, https://t.co/ClUtGg1p9a, https://t.co/vfHZ7pU0BO,", 26282508, 2054 
callcenterprofs, "Customer Centric Excentric;), CXPA. Best Practices in CEM, CX, CRM, Contact Center Management... People, Ops & Technology...", 96111561, 188 
hypercatiot, "Hypercat is a Consortium and Standard Driving Secure and Interoperable #IoT for Industry. Check the photos of the #Hypercat16 Summit at https://t.co/YfdV1J7wik", 2557237519, 2016 
twitformandal, "OME | #Digital_Marketing #Student #StartUp #Sketcher #SMM #SmallBusiness #TripAdvisor", 711796955626668032, 65 
Customer_Heroes, "Making Your Customers Happy!", 716638119555108864, 95 
AntRanks, "Online rank tracking tool, aimed at accuracy, user-friendliness and adaptability. We track your search engine ranks daily so that you don’t have to. #SEO #SERP", 2755310538, 52 
Technologiestas, "TAS Technologies is a premier  web development company providing complete web designing and SEO  services to locally & globally diverse clientele.", 771948312702443520, 138 
gru_vi3, "House Music Producer // WWE fan // Total Comic lover. //
Owner at @VirilityRec", 3777831101, 533 
Mick_StaffIndia, "", 742719469303144449, 421 
Starbeuque, "I love #Innovation ! I tweet on #socialmedia #HR #Diversity #Anthropology #Green #QualityofLife #Music #Design #Photography #Food #Lifestyle Addict", 3010487705, 989 
Love4TehLulz, "Strong believer of karma | There may or may not be a heaven, however our actions define our destiny | #TeamiPhoneTortas | (+18) Shit ✌️| #FTLTeam | #SafeSex |", 2510143452, 21566 
MaxEnbell, "Proud #Geek, #Nerd, #Science, #Math, #Physics, #TimeTravels, #Gadgets, #FuturisticIdeas and more! @Timesquatters", 3066013984, 49093 
MIXXTAPECENTRAL, "", 3312470337, 2117 
celebsgossipne2, "Get the latest celebrity gossip, fashion and beauty news #celebrity #celebgossip #beauty #fashion #sports #health #music #gossipnews", 4166594675, 13445 
2015GoBusiness, "o Business India MISSION IS TO MAKE IT EASY TO DO BUSINESS ANYWHERE.

We plan to body the drawing closer cellar of business. We expect that our trade will meet,", 773447912504356864, 79 
TradeMySites, "https://t.co/I2oXOZpopQ is a smartest & the safest way to buy and sell websites online. Got a site? Lets start trading !", 766942199837634560, 14032 
swapankm, "Tech Entrepreneur | Founder & CEO @Zothenix | Founder & Editor-in-Chief @TechGenYZ | I write about Technology, Social Media, Entrepreneurship & Startup", 1705051814, 23229 
ItsDLS, "Entrepreneur, Music Composer and Producer. Owner of DLS Beats.", 14297098, 274526 
NeilsStoned, "As I walk through the valley of the Marijuana field I will fear no evil for I am the highest MotherFucker in the valley✌️I RT WTF I like so follow if you wish.", 2396667402, 11537 
GBFLabels, "GBF are one of the UK’s foremost labels, print and packaging suppliers. Our priority is always the needs of our customers", 699537244068188160, 868 
HEHC_Business, "Offering small businesses cost effective support with time critical tasks.  Specialising in online strategies, content management and targeted marketing.", 773142191254495233, 149 
JFXABOKI, "Increasing revenue for companies by at least 30% in less than 90 days. See https://t.co/bG9eM63j9e The world's #1 #sales #training #system by @Grantcardone", 286388690, 474 
jaskerkmeester, "Marketing & Communications Expert. I help increase coverage and awareness via #SMM. Passionate about media, marketing & everything digital.", 588251124, 152 
yuyumaker, "Content Manager at ebolution", 2425563859, 640 
MeenalAshtikar, "Head of #CustomerInsights & #Analytics .@fast_angle | #BigData #DataScience #EventManagment #EventMarketing #DigitalMarketing #eventprofs #EventTech .@acrotrend", 1159420045, 857 
SharonofCamelot, "Lady Sharon of Camelot is Scribe of the blog, Knights of the Pain Table, a refuge of compassion for those who fight pain & chronic pain.", 91511795, 4384 
GiorgioFilip1, "", 773063896995340288, 104 
leftbankschool, "The Left Bank School offers the first and only nationally recognised Diploma of Digital Marketing in Australia. Call 02 8355 3835 to find out how to enrol.", 3060601207, 237 
jamesbryronlove, "I am an artist , writer , poet and musician

Author of SciFi stories and More...
... I RT and FollowBack", 133042870, 63196 
sunny_goodbut, "indian", 758424923371147264, 12931 
JVermorel, "Content Marketing Manager at @xilopix. I love all things about #digital, #retail, #socialmedia, and #webmarketing. Also a #seriesaddict and chocolate lover.", 972322496, 2224 
vvvjadav, "I am jadav", 773401483299684352, 29 
SEOinArabic, "‏The Latest SEO studies and researches on SEO & Content/آخر الدراسات والأبحاث حول التطويع الأمثل لمحركات البحث الإكترونية", 2927183911, 231 
KurumsalSEOweb, "", 4289766995, 11882 
ZevGotkin, "Digital #marketer, #copywriter, #contentmarketer, #entrepreneur Insert witty line about drinking excessive amounts of coffee and hobbies.", 1436645486, 562 
apocolypse2015, "Photographer, currently working with businesses, groups and communities in Cumbria and Lancashire. if you are interested in using my work, just message me.", 3012434073, 4465 
Shazzie, "🌟 Join me @active_channel 🌟 SKY TV host 🌟Author 5 books 🌟 $20m biz mentor. Click here to get started for free: https://t.co/onFIgmm4ao ❤️", 20848260, 9777 
MaxMadhukar, "CFO & Co Founder @JustDotJobs #HappyHiring #HaveAGreatJob #JustJobs #SkillIndia #मेरा_देश_आगे_बढ_रहा_है", 911950741, 476 
TOnuchuk, "CRUDE OIL SELLER...WITH Mandate: ANYIAM OIL INTERBIZ NIG. Missions director: GCMI & Founder GFFM missionaries Int'l. GET ME BUYERS & I'LL SURPRISE U.", 727815991221194752, 269 
DK_Khemani, "Photographer    #Nature #Art #Beauty", 2731589058, 4182 
Mcnair687ue, "I don't like to post anything on Twitter but you can add my snapchat: girlalone9x and then I can send you my photos etc.", 772269750302846976, 0 
ssquare2015, "Asioreku Raymond Scott by name'original,Delta State citizen'.born 4rm Mr&Mrs Asioreku family d third born in da family. Cornilious choose music 4 living", 2933316005, 470 
1HealthFitBlog, "", 773409110993825794, 3 
pathtomillion, "Listed #1 -Sacramento Twitaholic & Twellow Goal:To reach 1,000,000 Followers in 1 year. I am into retweets and follow me after I follow you. Let's network!!", 267040623, 115993 
FirstFinancial4, "Your Partner in Commercial Finance", 2425940034, 6153 
DrAmitInspires, "Chief Inspirational Storyteller, ALS @anupamlearning: Faculty @NDIMCampus: Advisor @Story_Mirror: ExpertPanel @CentreCSR: Jack of SocialMedia, Master of Twitter", 214531717, 14732 
LonnieHolders, "Saxion UAS | Marketing & Communications Manager | Innovation Team | Tedx | Alumnus UTwente | Gemini | Love my Horse, Cat, Skiing & Drinking Wine with Friends", 197013431, 863 
gdsthai, "", 4486475232, 9 
NOCGAMINGMI, "NOC GAMING, a competition gaming Team located in Jackson Michigan, Table Top, Platforms, PC. Personally Iam a artist in charcoal, sketch, focusing on comics.", 712362735128940544, 192 
y_p8t1oz7ww4, "優しい人仲良くしましょ。よかったらふぉろーお願いします♪☞けっこう低浮上かもー☜☜ LINEちょおだい😚「naagi5151」", 771385537785724928, 123 
ajayprasad_, "Serial Entrepreneur | Digital Marketing Consultant | Reputation Development Evangelist | Published Author.

Founder & creator of https://t.co/BrFHnJnPT2.", 771039453473157120, 59 
JamiDatJLS, "Realtor at John L Scott Real Estate in Scappoose, Oregon. Licensed in OR. Also, assistant to Tammy Scamfer of  John L. Scott Real Estate.", 760766684126859264, 48 
sandra9231, "", 768701145737035776, 72 
ramaniyan, "I am a short story writer,script writer and film director and seeker of wisdom and spirituality.", 712161498, 8925 
Rmc762, "762RMC", 772282991242416132, 99 
jtbaskey, "Independent Financial Advisor in Tampa, FL. Western Kentucky University Graduate. Kentucky Native.", 3200292022, 240 
YoungfaceworldC, "https://t.co/4rbhzA23MU  get whole world in fingertips.Information for jobs and education worldwide.
youngfaceworld shopping,
youngfaceworld advertising", 760148838913114112, 1112 
HHopEverything, "Home of Indie Hip-Hop and overall artist exposure. Submit your best for consideration and/or secure your placement today! Visit our station @HHE_Radio", 2470754417, 2649 
trs7968trs, "Hello World. How are you?  I'm mixed. Let's be friends!   https://t.co/Pp9sifAuYN", 2445364316, 11614 
Rufolly1, "Rufolly d sharp guy «««««•dope track» »STREET HUSTLER ««««•••am alone like u can come••\|¿±€", 772635868863561728, 46 
BrianYCaldwell, "I believe everything I read on the internet.", 613852266, 78 
winickmom, "There is nothing to fear but fear itself.", 2290562502, 321 
SCSLawFirm, "Seltzer Chadwick Soefje counsels & represents businesses & professionals nationally in #CorporateLaw #Tax #ConstructionLaw #ProfessionalLiability #EmploymentLaw", 3175454406, 1238 
speedtehno, "", 772681639008829441, 43 
EVERYDAYSOCIAL1, "social media management expert, artist. poet. creative thinker. dreamer. successful entrepreneur. real estate specialist. 
email: everydaysocial1@gmail.com", 226656443, 1697 
marlinmixsop, "Student", 4312542732, 6712 
padelinhaaaa, "A vida é apenas momentos .", 334311750, 2176 
seaofgreen1988, "Entrepreneur", 751250146311151616, 972 
michael_n78, "Don't take me too serious, neither do I. Fan of @SanJoseSharks @Vikings @Indians @chicagobulls & motorsports. Powered by @redbull & @VOLBEAT.", 184967589, 2300 
justahlgreen, "Global Citizen | Int Business Development Exec & Venturebuilder @ The Intersection of Social Media Marketing | WiFi | Mobile | Security | FinTech | Fashion", 24263055, 544 
theseocousa, "Internet Marketing, SEO, Pay per click, Social Media Marketing and consulting nationwide. Call us at: +1-786-623-4484 or Email: info@theseocompanyusa.com", 347781056, 240 
RhinoHub, "We Help Brands Tell Their Story... 
We're clever. We think outside the box. Our team of crafty minds can bring your brand to life through creative design.", 1010467278, 14202 
brianmarcel, "Mentor, barcode Czar Eastern Europe and China, Magistrate, Richmond Councillor, gourmet, golfer  - Father. Making a difference every day.", 16187943, 835 
brandonvignolo, "Healthy Living.  Be kind to others....always.", 29225653, 346 
promo_services, "I set up #OnlineDirectories for #business | 5⭐️Reviews & Promo Videos to Optimize #BusinessListing | Be a Media Authority", 2865117868, 10613 
titebijoxuro, "Beѕт prodυcт. Iɴcreαѕe yoυr Iɴѕтαɢrαм ғollowerѕ. Bυy 1000 ιɢ ғollowerѕ ғor $39! Vιѕιт  https://t.co/7yylKQ1Kgc", 1655917418, 67 
teaslurp, "", 136666988, 1183 
ToneeNdungu, "Africa | EdTech | Founder @Kytabu | Family Guy | Eternal Learner | flipflops | tea", 17957088, 4289 
JustinSimonson, "#SocialMedia | #ContentMarketing | #Communications | Senior Social Media Strategist at @TN_Marketing | Lifelong Learner", 1202983213, 1725 
DevinSales, "", 2654983420, 19735 
SabrinaGallier, "Entrepreneur, World Traveler, Multi-cultural, Workaholic, Beach Addict & Sometimes a Little Crazy.", 34853441, 322 
_norolemodels1, "Find us at @_norolemodels", 762541752230223872, 270 
Chethan14802058, "Live.Believe.Achieve", 1001832608, 414 
AdAsherTiphreh, "B''H Until you multiply. It's all in the birth rate! Love of Israel's a good start a followback helps too! Contributor to https://t.co/Vv51hIRN9L Sunderland AFC", 2505251466, 3775 
SelaThul, "Born on an island. Living in Phnom Penh to find myself, to develop myself to be a world citizen.", 385800737, 142 
SearchTrunk, "Digital Recruiting and Employment Marketing", 336854943, 2931 
LittleMoon6986, "RT THE PINNED PLEASE", 755912249584136192, 324 
realmiraclecash, "serious about making money? This a proven secret to REAL earnings!  DM for questions feel free to ask!", 773283505694441472, 100 
RocketManDomain, "Welcome to RocketMan Domains. We are a new domain company that will do things a little different. We offer Premium Domains at a fair price.", 772989779151556612, 108 
guffaw26, "Former NHL All-Star and current Director of Strategic Relationships at
Wolf Commercial Real Estate - http://t.co/HD5Ah1ROyA", 18166738, 4667 
azooz_04256, "", 713501509900701696, 205 
AkashSethi1989, "Senior Customer Advocate - Support @kayako #helpdesk #ITengineer #custserv #techsupport #trainer #blogger #QA #mentor #dataScience #innovative #makeItHappen", 451965342, 296 
Valactia_, "Try out our advertisement trial period. Post Your Business for 30 days for free.", 762174736566583296, 109 
BebasEndah, "", 710364788715593728, 12 
JaleelSmall, "I like to watch WWE and NFL . collect video games,comic books workout listen music.A big fan of R-Truth also like the New Day and Dean Ambrose and AJ Styles", 322906452, 1527 
BargibleApp, "Launching soon! Bargible merges the best of eCommerce and mobile gaming.", 757723771688058880, 930 
pastalover731, "#UniteBlue Concerned for Democracy. Politically active. Grief counselor and Senior design memorialist.", 3033176838, 1425 
ProphetDLYoung, "Prophet, Owner of @DyEnterprises. Go to my Periscope channel https://t.co/fqGQ4yKE0s (Following, RTs and links ≠ Endorsement) Office # 772-324-9040.", 27761892, 532331 
pjma_cmcchapter, "PJMA CMC Chapter Philippine Junior Marketing Association CMC Chapter is student-managed org. A youth affiliate of the Philippine Marketing Association.", 772936032803139585, 13 
JadePinkSameera, "Decision Analytics, Media, Education; Law & Ethics, Poetry, Music, Film, Hip-Hop https://t.co/48fl1REoxU #VnAmuzik #TurnedUp", 2355545629, 11767 
duhTECHpanda, "", 3248204328, 74 
guardianlending, "", 749717400094928896, 249 
positivemaryg, "My professional name is MARY G! EXCLAMATION POINT. I am an actress, comedian, and singer. Playing comedy is my favorite thing to do!!", 340515524, 195 
dreamtrekker1, "Expose yourself to your deepest fear; after that, fear has no power, and the fear of freedom shrinks and vanishes. You are free.
Jim Morrison", 2449917016, 1663 
theImageOption, "#PersonalBranding. Empowering Individuals to understand YOU are the Brand. #Speaker #Firstimpression #Etiquette #Protocol #Image #Mindset", 3836755642, 889 
Globasedk, "Globase er mere end et e-mail marketing system. Vi hjælper med at skabe intelligent dialog via forskellige kanaler: E-mail, SMS, survey, letter og microsites.", 359858628, 69 
SydneyArtoon, "Jollygolucky.
A Way Of Life.


Follow@SydneyArtoon", 481435382, 9742 
RavingReferrals, "Brandon passionately empowers professionals to attract Raving Referrals from your Clients, Colleagues & Social Sphere.", 466148224, 224 
Sorfsinc, "Technically savvy consultants improving the quality of business for businesses with technology and expert customer interactions!", 1504330794, 1016 
Hey_Mike_Perez, "ENTP Innovator https://t.co/rIcnE2Aebm  
 Enneagram 378 SX/SO https://t.co/F4ZGWbqhqp 
 2 Σ = m / Power µ!© https://t.co/1h3vGs2XcU", 200283342, 672 
DMR2quared, "Lover of all things unique.  Especially life itself, the human condition, and the labyrinth of self-expression in physical, emotional and artistic terms.", 16045457, 740 
Anderso78561769, "Sports NASCAR WWE Music Country Classic Rock TV Shows Industry News", 765718444373344257, 267 
Prime_Concepts, "Business Growth Innovator, Marketing and Social Media Influence, Author, Keynotes & Training Ford Saeks, CEO Prime Concepts Group", 14129738, 12458 
binhwilson, "Digital & Engagement Manager, Baby & Childcare, Kimberly-Clark AU & NZ. My own tweets. A champion typist, art lover, sunset enthusiast, foodie, minimalist.", 15991600, 823 
DigitalKarolina, "Digital Marketing, Social Media & SEO. Media, Communications & Journalism. Car Trader. Fashion, Art, Beauty & Style. Sarcasm & Irony. Enjoy!", 773231026176925697, 552 
northwichone, "Based in Northwich, Cheshire. We build websites, and also assist local business with social media (Facebook, Twitter) to help boost their business.", 4466606542, 200 
tinkerbellpan2, "", 3159356982, 240 
jobsearchninja, "We’re the people putting people back to work, providing jobs & solutions for a new economy. Follow us for new job opportunites everyday.", 20172287, 100318 
SlipStreamDigi, "#CRO consultancy. We propel your business forward by optimising your conversion rates, user journeys and website code.", 2962591965, 41 
maksrobinski, "CEO and founder at @girafi_co", 2368776395, 779 
johncaswell, "Head Of Crayons At Group Partners - Cartographer - Drawing Strategy Out Of People. I Drive 2 Leicas - A Lalochezia Fanatic.", 7488812, 4637 
viptandon, "", 395700090, 16513 
barlondres, "LUGAR CON ENCANTO PERSONAL https://t.co/KAXHIJ7wnT", 115387479, 5165 
ediskey101, "Tech, Social Media and special educational needs and disabilities education enthusiast. All views are my own!", 372918862, 60 
Likums, "▌Helping Businesses to Grow ▌Strategist ▌Entrepreneur ▌Technology Consultant ▌Business Adviser ▌CIO ▌CTO ▌CPO ▌", 139531277, 471 
SwitchSoftware, "We are Switch – a #Nearshore software development company based in Austin, TX and Montevideo. Expert developers without bad communication & missed deadlines.", 614753062, 226 
Claudette_, "lover of all things advertising, communication and media", 1218617954, 99 
grow_your_biz, "#Business #Experts reveal their #tools #services & #opportunities to help you #thrive", 41348667, 9651 
GlobalActionPW, "Human security policy reporting/commentary from UNHQ: (#disarmament, #ruleoflaw, #peaceubilding, #gender, #development).  Contact: zuber@globalactionpw.org", 250716147, 3348 
redbookfilms, "Wickedly creative video. #thevideoshow We made a whole YEAR'S worth of videos without spending a penny https://t.co/OjTQbqUTxw", 264184368, 3476 
beacon126, "I fly helicopters.camping,love all music and animals. I follow back.", 253220290, 12777 
hrexach, "Open minded; liberal, new age-y; sense of humor, metaphysical. eclectic . Music, reading. Blogging. Environmental topics, injustice, abuse. Voice of voiceless.", 49524127, 1655 
CabuzOfficial, "Making your work life simpler - one tool at a time.", 712464366415781888, 103 
SinCityChiGirl, "Degenerate Level: Expert. Klay Thompson Groupie. Ex Poker Donk. Encyclopedia of Useless Facts. Sarcastic Twat. Potty Mouth. Hashtagger. TITS. #DubNation SGG", 1027734648, 15579 
